Date,P/E Ratio,Closing Price,Open,Low,High,Volume
12/1/2018,19.39,2790.37,#N/A,#N/A,#N/A,#N/A
11/1/2018,20.67,2740.37,2717.58,2708.85,2741.67,4708420000
10/1/2018,21.25,2924.59,2926.29,2917.91,2937.06,3364190000
9/1/2018,22.25,2896.72,#N/A,#N/A,#N/A,#N/A
8/1/2018,22.37,2813.36,2821.17,2805.85,2825.83,3496990000
7/1/2018,22.33,2726.71,#N/A,#N/A,#N/A,#N/A
6/1/2018,22.49,2734.62,2718.7,2718.7,2736.93,3684130000
5/1/2018,22.49,2654.8,2642.96,2625.41,2655.27,3559850000
4/1/2018,22.53,2581.88,#N/A,#N/A,#N/A,#N/A
3/1/2018,23.41,2677.67,2715.22,2659.65,2730.89,4503970000
2/1/2018,23.82,2821.98,2816.45,2812.7,2835.96,3938450000
1/1/2018,24.97,2695.81,#N/A,#N/A,#N/A,#N/A
12/1/2017,24.25,2642.22,2645.1,2605.52,2650.62,3942320000
11/1/2017,23.81,2579.36,2583.21,2574.92,2588.4,3813180000
10/1/2017,23.67,2529.12,#N/A,#N/A,#N/A,#N/A
9/1/2017,23.28,2476.55,2474.42,2473.85,2480.38,2710730000
8/1/2017,23.16,2476.35,2477.1,2471.14,2478.51,3460860000
7/1/2017,23.36,2429.01,#N/A,#N/A,#N/A,#N/A
6/1/2017,23.4,2430.06,2415.65,2413.54,2430.06,3857140000
5/1/2017,23.31,2388.33,2388.5,2384.83,2394.49,3199240000
4/1/2017,23.24,2358.84,#N/A,#N/A,#N/A,#N/A
3/1/2017,23.6,2395.96,2380.13,2380.13,2400.98,4345180000
2/1/2017,23.68,2279.55,2285.59,2272.44,2289.14,3916610000
1/1/2017,23.59,2257.83,#N/A,#N/A,#N/A,#N/A
12/1/2016,23.76,2191.08,2200.17,2187.44,2202.6,5063740000
11/1/2016,23.35,2111.72,2128.68,2097.85,2131.45,4532160000
10/1/2016,23.57,2161.2,#N/A,#N/A,#N/A,#N/A
9/1/2016,24.22,2170.86,2171.33,2157.09,2173.56,3392120000
8/1/2016,24.57,2170.84,2173.15,2166.21,2178.29,3505990000
7/1/2016,24.52,2102.95,2099.34,2097.9,2108.71,3458890000
6/1/2016,23.97,2099.33,2093.94,2085.1,2100.97,3525170000
5/1/2016,23.81,2081.43,#N/A,#N/A,#N/A,#N/A
4/1/2016,23.97,2072.78,2056.62,2043.98,2075.07,3749990000
3/1/2016,23.39,1978.35,1937.09,1937.09,1978.35,4819750000
2/1/2016,22.02,1939.38,1936.94,1920.3,1947.2,4322530000
1/1/2016,22.18,2012.66,#N/A,#N/A,#N/A,#N/A
12/1/2015,23.74,2102.63,2082.93,2082.93,2103.37,3712120000
11/1/2015,23.67,2104.05,#N/A,#N/A,#N/A,#N/A
10/1/2015,22.68,1923.82,1919.65,1900.7,1927.21,3983600000
9/1/2015,21.45,1913.85,1970.09,1903.07,1970.09,4371850000
8/1/2015,22.15,2098.04,#N/A,#N/A,#N/A,#N/A
7/1/2015,22.4,2077.42,2067,2067,2082.78,3727260000
6/1/2015,22.12,2111.73,2108.64,2102.54,2119.15,3011710000
5/1/2015,21.92,2108.29,2087.38,2087.38,2108.41,3379390000
4/1/2015,21.42,2059.69,2067.63,2048.38,2067.63,3543270000
3/1/2015,20.96,2117.39,#N/A,#N/A,#N/A,#N/A
2/1/2015,20.77,2020.85,#N/A,#N/A,#N/A,#N/A
1/1/2015,20.02,2058.2,#N/A,#N/A,#N/A,#N/A
12/1/2014,20.08,2053.44,2065.78,2049.57,2065.78,4159010000
11/1/2014,19.75,2017.81,#N/A,#N/A,#N/A,#N/A
10/1/2014,18.5,1946.16,1971.44,1941.72,1971.44,4188590000
9/1/2014,18.81,2002.28,#N/A,#N/A,#N/A,#N/A
8/1/2014,18.68,1925.15,1929.8,1916.37,1937.35,3789660000
7/1/2014,18.96,1973.32,1962.29,1962.29,1978.58,3188240000
6/1/2014,18.88,1924.97,#N/A,#N/A,#N/A,#N/A
5/1/2014,18.46,1883.68,1884.39,1878.04,1888.59,3416740000
4/1/2014,18.35,1885.52,1873.96,1873.96,1885.84,3336190000
3/1/2014,18.48,1845.73,#N/A,#N/A,#N/A,#N/A
2/1/2014,18.06,1741.89,#N/A,#N/A,#N/A,#N/A
1/1/2014,18.15,1831.98,#N/A,#N/A,#N/A,#N/A
12/1/2013,18.04,1800.9,#N/A,#N/A,#N/A,#N/A
11/1/2013,18.15,1761.64,1758.7,1752.7,1765.67,3686290000
10/1/2013,17.86,1695,1682.41,1682.07,1696.55,3238690000
9/1/2013,17.88,1639.77,#N/A,#N/A,#N/A,#N/A
8/1/2013,17.91,1706.87,1689.42,1689.42,1707.85,3775170000
7/1/2013,18.12,1614.96,1609.78,1609.78,1626.61,3104690000
6/1/2013,17.8,1640.42,#N/A,#N/A,#N/A,#N/A
5/1/2013,18.25,1582.7,1597.55,1581.28,1597.55,3530320000
4/1/2013,17.69,1562.17,1569.18,1558.47,1570.57,2753110000
3/1/2013,17.68,1518.2,1514.68,1501.48,1519.99,3695610000
2/1/2013,17.32,1513.17,1498.11,1498.11,1514.41,3836320000
1/1/2013,17.03,1462.42,#N/A,#N/A,#N/A,#N/A
12/1/2012,16.44,1409.46,#N/A,#N/A,#N/A,#N/A
11/1/2012,16.12,1427.59,1412.2,1412.2,1428.35,3929890000
10/1/2012,16.62,1444.49,1440.9,1440.9,1457.14,3505080000
9/1/2012,16.69,1404.94,#N/A,#N/A,#N/A,#N/A
8/1/2012,16.14,1375.32,1379.32,1373.35,1385.03,4440920000
7/1/2012,15.55,1365.51,#N/A,#N/A,#N/A,#N/A
6/1/2012,15.05,1278.04,1309.87,1277.25,1309.87,4669350000
5/1/2012,15.22,1405.82,1397.86,1395.73,1415.32,3807950000
4/1/2012,15.7,1419.04,#N/A,#N/A,#N/A,#N/A
3/1/2012,15.69,1374.09,1365.9,1365.9,1376.17,3919240000
2/1/2012,15.37,1324.09,1312.45,1312.45,1330.52,4504360000
1/1/2012,14.87,1277.06,#N/A,#N/A,#N/A,#N/A
12/1/2011,14.3,1244.58,1246.91,1239.73,1251.09,3818680000
11/1/2011,14.1,1218.28,1251,1215.42,1251,5645540000
10/1/2011,13.88,1099.23,#N/A,#N/A,#N/A,#N/A
9/1/2011,13.5,1204.42,1219.12,1203.85,1229.29,4780410000
8/1/2011,13.79,1286.94,1292.59,1274.73,1307.38,4967390000
7/1/2011,15.61,1339.67,1320.64,1318.18,1341.01,3796930000
6/1/2011,15.35,1314.55,1345.2,1313.71,1345.2,4241090000
5/1/2011,16.12,1361.22,#N/A,#N/A,#N/A,#N/A
4/1/2011,16.21,1332.41,1329.48,1328.89,1337.85,4223740000
3/1/2011,16.04,1306.33,1328.64,1306.14,1332.09,1180420000
2/1/2011,16.52,1307.59,1289.14,1289.14,1308.86,5164500000
1/1/2011,16.3,1271.87,#N/A,#N/A,#N/A,#N/A
12/1/2010,16.05,1206.07,1186.6,1186.6,1207.61,4548110000
11/1/2010,15.88,1184.38,1185.71,1177.65,1195.81,4129180000
10/1/2010,15.9,1146.24,1143.49,1139.42,1150.3,4298910000
9/1/2010,15.61,1080.29,1049.72,1049.72,1081.3,4396880000
8/1/2010,15.47,1125.86,#N/A,#N/A,#N/A,#N/A
7/1/2010,15.72,1027.37,1031.1,1010.91,1033.58,6435770000
6/1/2010,16.15,1070.71,1087.3,1069.89,1094.77,5271480000
5/1/2010,17.3,1202.26,#N/A,#N/A,#N/A,#N/A
4/1/2010,19.01,1178.1,1171.23,1170.69,1181.43,4006870000
3/1/2010,18.91,1115.71,1105.36,1105.36,1116.11,3847640000
2/1/2010,18.91,1089.19,1073.89,1073.89,1089.38,4077610000
1/1/2010,20.7,1132.99,#N/A,#N/A,#N/A,#N/A
12/1/2009,21.78,1108.86,1098.89,1098.89,1112.28,4249310000
11/1/2009,28.51,1042.88,#N/A,#N/A,#N/A,#N/A
10/1/2009,42.12,1029.85,1054.91,1029.45,1054.91,5791450000
9/1/2009,83.3,998.04,1019.52,996.28,1028.45,6862360000
8/1/2009,92.95,1002.63,#N/A,#N/A,#N/A,#N/A
7/1/2009,101.87,923.33,920.82,920.82,931.92,3919400000
6/1/2009,123.32,942.87,923.26,923.26,947.77,6370440000
5/1/2009,123.73,877.52,872.74,866.1,880.48,5312170000
4/1/2009,119.85,811.08,793.59,783.32,813.62,6034140000
3/1/2009,110.37,700.82,#N/A,#N/A,#N/A,#N/A
2/1/2009,84.46,825.44,#N/A,#N/A,#N/A,#N/A
1/1/2009,70.91,931.8,#N/A,#N/A,#N/A,#N/A
12/1/2008,58.98,816.21,888.61,815.69,888.61,6052010000
11/1/2008,34.99,966.3,#N/A,#N/A,#N/A,#N/A
10/1/2008,27.22,1161.06,1164.17,1140.77,1167.03,5782130000
9/1/2008,26.48,1277.58,#N/A,#N/A,#N/A,#N/A
8/1/2008,26.83,1260.31,1269.42,1254.54,1270.52,4684870000
7/1/2008,25.37,1284.91,1276.69,1260.68,1285.31,5846290000
6/1/2008,26.11,1385.67,#N/A,#N/A,#N/A,#N/A
5/1/2008,25.81,1409.34,1385.97,1383.07,1410.07,4448780000
4/1/2008,23.88,1370.18,1326.41,1326.41,1370.18,4745120000
3/1/2008,21.81,1331.34,#N/A,#N/A,#N/A,#N/A
2/1/2008,21.74,1395.42,1378.6,1375.93,1396.02,4650770000
1/1/2008,21.46,1447.16,#N/A,#N/A,#N/A,#N/A
12/1/2007,22.35,1472.42,#N/A,#N/A,#N/A,#N/A
11/1/2007,20.81,1508.44,1545.79,1506.66,1545.79,4241470000
10/1/2007,20.68,1547.04,1527.29,1527.25,1549.02,3281990000
9/1/2007,19.05,1489.42,#N/A,#N/A,#N/A,#N/A
8/1/2007,18.02,1465.81,1455.18,1439.59,1468.38,5256780000
7/1/2007,18.36,1519.43,#N/A,#N/A,#N/A,#N/A
6/1/2007,17.83,1536.34,1530.62,1530.62,1540.56,2927020000
5/1/2007,17.92,1486.3,1482.37,1476.7,1487.27,3400350000
4/1/2007,17.48,1424.55,#N/A,#N/A,#N/A,#N/A
3/1/2007,16.92,1403.17,1406.8,1380.87,1409.46,3874910000
2/1/2007,17.49,1445.94,1437.9,1437.9,1446.64,2914890000
1/1/2007,17.36,1416.6,#N/A,#N/A,#N/A,#N/A
12/1/2006,17.38,1396.71,1400.63,1385.93,1402.46,2800980000
11/1/2006,17.24,1367.81,1377.76,1366.26,1381.95,2821160000
10/1/2006,17.14,1331.32,#N/A,#N/A,#N/A,#N/A
9/1/2006,16.77,1311.01,1303.8,1303.8,1312.03,1800520000
8/1/2006,16.67,1270.92,1278.53,1265.71,1278.66,2527690000
7/1/2006,16.61,1280.19,#N/A,#N/A,#N/A,#N/A
6/1/2006,16.82,1285.71,1270.05,1269.19,1285.71,2360160000
5/1/2006,17.46,1305.19,1310.61,1303.46,1317.21,2437040000
4/1/2006,17.77,1297.81,#N/A,#N/A,#N/A,#N/A
3/1/2006,17.8,1291.24,1280.66,1280.66,1291.8,2308320000
2/1/2006,17.8,1282.46,1280.08,1277.57,1283.33,2589410000
1/1/2006,18.07,1268.8,#N/A,#N/A,#N/A,#N/A
12/1/2005,18.07,1264.67,1249.48,1249.48,1266.17,2614830000
11/1/2005,18.01,1202.76,1207.01,1201.66,1207.34,2457850000
10/1/2005,17.64,1226.7,#N/A,#N/A,#N/A,#N/A
9/1/2005,18.44,1221.59,1220.33,1216.18,1227.29,2229860000
8/1/2005,18.72,1235.35,1234.18,1233.8,1239.1,1716870000
7/1/2005,19,1194.44,1191.33,1191.33,1197.89,1593820000
6/1/2005,19,1202.22,1191.5,1191.03,1205.64,1810100000
5/1/2005,18.93,1162.16,#N/A,#N/A,#N/A,#N/A
4/1/2005,19.02,1172.92,1180.59,1169.91,1189.8,2168690000
3/1/2005,19.84,1210.41,1203.6,1203.6,1212.25,1708060000
2/1/2005,20.11,1189.41,1181.27,1180.95,1190.39,1681980000
1/1/2005,19.99,1202.08,#N/A,#N/A,#N/A,#N/A
12/1/2004,20.48,1191.37,1173.78,1173.78,1191.37,1772800000
11/1/2004,20.05,1130.51,1130.2,1127.6,1133.41,1395900000
10/1/2004,19.25,1131.5,1114.58,1114.58,1131.64,1582200000
9/1/2004,19.35,1105.91,1104.24,1099.18,1109.24,1142100000
8/1/2004,19.03,1106.62,#N/A,#N/A,#N/A,#N/A
7/1/2004,19.51,1128.94,1140.84,1123.06,1140.84,1495700000
6/1/2004,20.17,1121.2,1120.68,1113.32,1122.7,1238000000
5/1/2004,20.14,1117.49,#N/A,#N/A,#N/A,#N/A
4/1/2004,21.23,1132.17,1126.21,1126.2,1135.67,1560700000
3/1/2004,21.61,1155.97,1144.94,1144.94,1157.45,1497100000
2/1/2004,22.46,1135.26,#N/A,#N/A,#N/A,#N/A
1/1/2004,22.73,1108.48,#N/A,#N/A,#N/A,#N/A
12/1/2003,22.17,1070.12,1058.2,1058.2,1070.47,1375000000
11/1/2003,23.15,1059.02,#N/A,#N/A,#N/A,#N/A
10/1/2003,24.75,1018.22,995.97,995.97,1018.22,1566300000
9/1/2003,26.42,1021.99,#N/A,#N/A,#N/A,#N/A
8/1/2003,26.57,980.15,990.31,978.86,990.31,1390600000
7/1/2003,27.65,982.32,974.5,962.1,983.26,1460200000
6/1/2003,28.6,967,#N/A,#N/A,#N/A,#N/A
5/1/2003,28.24,916.3,916.92,902.83,919.68,1397500000
4/1/2003,28.05,858.48,848.18,847.85,861.28,1461600000
3/1/2003,27.92,834.81,#N/A,#N/A,#N/A,#N/A
2/1/2003,28.46,860.32,#N/A,#N/A,#N/A,#N/A
1/1/2003,31.43,909.03,#N/A,#N/A,#N/A,#N/A
12/1/2002,32.59,934.53,#N/A,#N/A,#N/A,#N/A
11/1/2002,32.03,900.96,885.76,877.71,903.42,1450400000
10/1/2002,29.24,847.91,815.28,812.82,847.93,1780900000
9/1/2002,28.89,878.02,#N/A,#N/A,#N/A,#N/A
8/1/2002,31.53,884.66,911.62,882.48,911.62,1672200000
7/1/2002,32.46,968.65,989.82,967.43,994.46,1425500000
6/1/2002,37.92,1040.68,#N/A,#N/A,#N/A,#N/A
5/1/2002,41.41,1086.46,1076.92,1065.29,1088.32,1451400000
4/1/2002,43.81,1146.54,1147.39,1132.87,1147.84,1050900000
3/1/2002,46.71,1131.78,1106.73,1106.73,1131.79,1456500000
2/1/2002,44.57,1122.2,1130.2,1118.51,1130.2,1367200000
1/1/2002,46.17,1154.67,#N/A,#N/A,#N/A,#N/A
12/1/2001,46.37,1129.9,#N/A,#N/A,#N/A,#N/A
11/1/2001,43.62,1084.1,1059.78,1054.31,1085.61,1317400000
10/1/2001,39.72,1038.55,1040.94,1026.76,1040.94,1175600000
9/1/2001,36.9,1132.94,#N/A,#N/A,#N/A,#N/A
8/1/2001,37.85,1215.93,1211.23,1211.23,1223.04,1340300000
7/1/2001,35.46,1236.72,#N/A,#N/A,#N/A,#N/A
6/1/2001,33.67,1260.67,1255.82,1246.88,1265.34,1015000000
5/1/2001,32.02,1266.44,1249.46,1243.55,1266.47,1181300000
4/1/2001,27.96,1145.87,#N/A,#N/A,#N/A,#N/A
3/1/2001,26.1,1241.23,1239.94,1214.5,1241.36,1294900000
2/1/2001,27.81,1373.47,1366.01,1359.34,1373.5,1118800000
1/1/2001,27.55,1283.27,#N/A,#N/A,#N/A,#N/A
12/1/2000,26.62,1315.23,1314.95,1307.02,1334.67,1195200000
11/1/2000,26.9,1421.22,1429.4,1410.45,1429.6,1206800000
10/1/2000,26.5,1436.23,#N/A,#N/A,#N/A,#N/A
9/1/2000,27.34,1520.77,1517.68,1515.53,1530.09,767700000
8/1/2000,27.97,1438.1,1430.83,1428.96,1443.54,938700000
7/1/2000,28.05,1469.54,#N/A,#N/A,#N/A,#N/A
6/1/2000,28.16,1448.81,1420.6,1420.6,1448.81,960100000
5/1/2000,27.49,1468.25,1452.43,1452.43,1481.51,966300000
4/1/2000,28.5,1505.97,#N/A,#N/A,#N/A,#N/A
3/1/2000,28.31,1379.19,1366.42,1366.42,1383.46,1274100000
2/1/2000,27.76,1409.28,1394.46,1384.79,1412.49,981000000
1/1/2000,29.04,1455.22,#N/A,#N/A,#N/A,#N/A
12/1/1999,29.66,1397.72,1388.91,1387.38,1400.12,884000000
11/1/1999,29.74,1354.12,1362.93,1354.05,1367.3,861000000
10/1/1999,28.66,1282.81,1282.71,1265.78,1283.17,896200000
9/1/1999,29.99,1331.07,1320.41,1320.39,1331.18,708200000
8/1/1999,30.89,1328.05,#N/A,#N/A,#N/A,#N/A
7/1/1999,32.88,1380.96,1372.71,1360.8,1382.8,843400000
6/1/1999,32.24,1294.26,1301.84,1281.44,1301.84,683800000
5/1/1999,33.19,1354.63,#N/A,#N/A,#N/A,#N/A
4/1/1999,34,1293.72,1286.37,1282.56,1294.54,703000000
3/1/1999,33.39,1236.16,1238.33,1221.88,1238.7,699500000
2/1/1999,32.67,1273,1279.64,1271.31,1283.75,799400000
1/1/1999,32.92,1228.1,#N/A,#N/A,#N/A,#N/A
12/1/1998,31.56,1175.28,1163.63,1150.31,1175.89,789200000
11/1/1998,30.25,1111.6,#N/A,#N/A,#N/A,#N/A
10/1/1998,27.2,986.39,1017.01,981.29,1017.01,899700000
9/1/1998,26.8,994.26,957.28,939.98,1000.71,1216600000
8/1/1998,28,1112.44,#N/A,#N/A,#N/A,#N/A
7/1/1998,29.9,1148.56,1133.84,1133.84,1148.56,701600000
6/1/1998,28.44,1090.98,1090.82,1084.22,1097.85,537660000
5/1/1998,28.3,1121,1111.75,1111.75,1121.02,581970000
4/1/1998,28.26,1108.15,1101.75,1095.29,1109.19,677310000
3/1/1998,27.23,1047.7,#N/A,#N/A,#N/A,#N/A
2/1/1998,25.85,1001.27,#N/A,#N/A,#N/A,#N/A
1/1/1998,24.29,975.04,#N/A,#N/A,#N/A,#N/A
12/1/1997,24.23,974.77,955.4,955.4,974.77,590300000
11/1/1997,23.46,938.99,#N/A,#N/A,#N/A,#N/A
10/1/1997,23.58,955.41,947.28,947.28,956.71,598660000
9/1/1997,23.06,927.58,#N/A,#N/A,#N/A,#N/A
8/1/1997,22.83,947.14,954.29,939.04,955.35,513750000
7/1/1997,22.8,891.03,885.14,884.54,893.88,544190000
6/1/1997,21.61,846.36,#N/A,#N/A,#N/A,#N/A
5/1/1997,20.6,798.53,801.34,793.21,802.95,460380000
4/1/1997,18.94,759.64,757.12,751.26,761.49,515770000
3/1/1997,19.69,795.31,#N/A,#N/A,#N/A,#N/A
2/1/1997,20.09,786.73,#N/A,#N/A,#N/A,#N/A
1/1/1997,19.53,737.01,#N/A,#N/A,#N/A,#N/A
12/1/1996,19.19,756.56,#N/A,#N/A,#N/A,#N/A
11/1/1996,19.45,703.77,705.27,701.3,708.6,465510000
10/1/1996,19,689.08,687.31,684.44,689.54,421550000
9/1/1996,18.75,654.72,#N/A,#N/A,#N/A,#N/A
8/1/1996,18.6,650.02,639.95,639.49,650.66,439110000
7/1/1996,18.26,675.88,670.63,670.63,675.88,345750000
6/1/1996,19.15,667.68,#N/A,#N/A,#N/A,#N/A
5/1/1996,19.1,654.58,654.17,652.26,656.44,404620000
4/1/1996,18.85,653.73,645.5,645.5,653.87,392120000
3/1/1996,19.01,644.37,640.43,635,644.38,471480000
2/1/1996,19.1,638.46,636.02,634.54,638.46,461430000
1/1/1996,18.08,620.73,#N/A,#N/A,#N/A,#N/A
12/1/1995,18.1,606.98,605.37,605.37,608.11,393310000
11/1/1995,17.33,584.22,581.5,581.04,584.24,378090000
10/1/1995,16.76,581.72,#N/A,#N/A,#N/A,#N/A
9/1/1995,16.45,563.84,561.88,561.01,564.62,256730000
8/1/1995,16.01,559.64,562.06,556.67,562.11,332210000
7/1/1995,16.07,547.09,#N/A,#N/A,#N/A,#N/A
6/1/1995,15.67,533.49,533.4,530.05,534.21,345920000
5/1/1995,15.5,514.26,514.76,513.42,515.6,296830000
4/1/1995,15.31,501.85,#N/A,#N/A,#N/A,#N/A
3/1/1995,15.15,485.65,487.39,484.92,487.83,362600000
2/1/1995,15.11,470.4,470.42,469.29,472.75,395310000
1/1/1995,14.89,459.11,#N/A,#N/A,#N/A,#N/A
12/1/1994,14.88,448.92,453.55,447.97,453.91,285920000
11/1/1994,15.62,468.42,472.26,467.64,472.26,314940000
10/1/1994,16.32,461.74,#N/A,#N/A,#N/A,#N/A
9/1/1994,17.09,473.17,475.49,471.74,475.49,282830000
8/1/1994,17.44,461.01,458.28,458.08,461.01,258180000
7/1/1994,17.42,446.2,444.27,443.58,446.45,199030000
6/1/1994,18.05,457.63,456.5,453.99,458.29,279910000
5/1/1994,18.5,453.02,#N/A,#N/A,#N/A,#N/A
4/1/1994,19,438.92,#N/A,#N/A,#N/A,#N/A
3/1/1994,20.42,464.44,467.19,462.02,467.43,304450000
2/1/1994,21.02,479.62,481.6,479.18,481.64,322510000
1/1/1994,21.34,465.44,#N/A,#N/A,#N/A,#N/A
12/1/1993,21.29,461.89,461.93,461.63,464.47,293870000
11/1/1993,21.63,469.1,467.83,467.33,469.11,256030000
10/1/1993,22.19,461.28,458.93,458.35,461.48,256880000
9/1/1993,22.5,463.15,463.55,461.77,463.8,245040000
8/1/1993,22.65,450.15,#N/A,#N/A,#N/A,#N/A
7/1/1993,22.72,449.02,450.54,448.71,451.15,292040000
6/1/1993,23.18,453.83,450.23,450.23,455.63,229690000
5/1/1993,22.83,442.46,#N/A,#N/A,#N/A,#N/A
4/1/1993,22.53,450.3,451.67,449.6,452.63,234530000
3/1/1993,22.69,442.01,443.38,441.34,444.18,232460000
2/1/1993,22.55,442.52,438.78,438.78,442.52,238570000
1/1/1993,22.5,435.38,#N/A,#N/A,#N/A,#N/A
12/1/1992,22.82,430.78,431.35,429.2,431.47,259050000
11/1/1992,22.56,422.75,#N/A,#N/A,#N/A,#N/A
10/1/1992,22.43,416.29,417.8,415.46,418.67,204780000
9/1/1992,23.2,416.07,414.03,413.35,416.07,172680000
8/1/1992,23.6,425.09,#N/A,#N/A,#N/A,#N/A
7/1/1992,23.88,412.88,408.2,408.2,412.88,214250000
6/1/1992,23.95,417.3,415.35,412.44,417.3,180800000
5/1/1992,24.75,412.53,414.95,409.87,415.21,177390000
4/1/1992,24.73,404.23,403.67,400.75,404.5,186530000
3/1/1992,25.16,412.45,#N/A,#N/A,#N/A,#N/A
2/1/1992,25.6,409.53,#N/A,#N/A,#N/A,#N/A
1/1/1992,25.93,417.26,#N/A,#N/A,#N/A,#N/A
12/1/1991,24.33,381.4,#N/A,#N/A,#N/A,#N/A
11/1/1991,23.27,391.32,392.46,389.67,395.1,205780000
10/1/1991,22.49,389.2,387.86,387.86,389.56,163570000
9/1/1991,21.73,392.15,#N/A,#N/A,#N/A,#N/A
8/1/1991,21.22,387.12,387.81,386.48,387.95,170610000
7/1/1991,20.14,377.92,371.18,371.18,377.92,167480000
6/1/1991,19.49,388.06,#N/A,#N/A,#N/A,#N/A
5/1/1991,18.98,380.29,375.35,375.27,380.46,181900000
4/1/1991,18.58,371.3,375.22,370.27,375.22,144010000
3/1/1991,17.78,370.47,367.07,363.73,370.47,221510000
2/1/1991,17.19,343.05,343.91,340.37,344.9,246670000
1/1/1991,15.35,326.45,#N/A,#N/A,#N/A,#N/A
12/1/1990,15.41,324.1,#N/A,#N/A,#N/A,#N/A
11/1/1990,14.68,307.02,303.99,301.61,307.27,159270000
10/1/1990,14.21,314.94,306.1,306.1,314.94,202210000
9/1/1990,14.51,323.09,#N/A,#N/A,#N/A,#N/A
8/1/1990,15.33,355.52,356.15,353.82,357.35,178260000
7/1/1990,16.81,359.54,#N/A,#N/A,#N/A,#N/A
6/1/1990,16.95,363.16,361.26,361.21,363.52,187860000
5/1/1990,16.37,332.25,330.8,330.8,332.83,149020000
4/1/1990,15.7,338.7,#N/A,#N/A,#N/A,#N/A
3/1/1990,15.62,332.74,331.89,331.08,334.4,157930000
2/1/1990,14.97,328.79,329.08,327.76,329.86,154580000
1/1/1990,15.13,359.69,#N/A,#N/A,#N/A,#N/A
12/1/1989,15.24,350.63,346.01,345.99,351.88,199200000
11/1/1989,14.7,341.2,340.36,339.79,341.74,154240000
10/1/1989,14.84,350.87,#N/A,#N/A,#N/A,#N/A
9/1/1989,14.66,353.73,351.45,350.88,353.9,133300000
8/1/1989,14.32,343.75,346.08,342.93,347.99,225280000
7/1/1989,13.43,319.23,#N/A,#N/A,#N/A,#N/A
6/1/1989,12.84,321.97,320.51,320.01,322.57,223160000
5/1/1989,12.49,309.12,309.64,307.4,309.64,138050000
4/1/1989,12.07,296.39,#N/A,#N/A,#N/A,#N/A
3/1/1989,11.73,287.11,288.86,286.46,290.28,177210000
2/1/1989,11.97,297.09,297.47,296.22,298.33,215640000
1/1/1989,11.82,275.31,#N/A,#N/A,#N/A,#N/A
12/1/1988,11.64,272.49,273.68,272.27,273.7,129380000
11/1/1988,11.57,279.06,278.97,278.01,279.57,151250000
10/1/1988,12.02,271.38,#N/A,#N/A,#N/A,#N/A
9/1/1988,11.79,258.35,261.52,256.98,261.52,144090000
8/1/1988,11.78,272.21,272.03,271.21,272.8,138170000
7/1/1988,12.22,271.78,273.5,270.78,273.8,238330000
6/1/1988,12.49,266.69,262.16,262.1,267.43,234560000
5/1/1988,12.41,261.56,#N/A,#N/A,#N/A,#N/A
4/1/1988,13.39,256.09,#N/A,#N/A,#N/A,#N/A
